Date,MainPoints,No_of_Units,Month,Year,Whole
8/23/2012,"Desk THE WGO ARE PROTESTERS,ABILA,Kronos,Elian Karel,Kronos,Kronos,POK,Elodis,Wellness,WFA,international group,water security.,POK,clean water,Elodis,Kronos,POK,GAStech,Tiskele,traditional agriculture ground,Elodis,WFA,Elodis,high levels,xylene arsenic,WFA,international attention,GAStech,WFA,POK,Juliana,Vann,old little girl,water pollution,Kronos,organization trust,WFA,proof material,Anyhow,Juliana,POK,Juliana,campaign literature sinsdien,important martyr,POK,Elian Karel,indefinite causes.,POK,omhoog charges,Kronos,violent activist,Karel,POK,Jeroen Karel,original member was.,Karel,Elian,spontaneous agencies,Abila.,June,extra protests,violence seen.,POK,peaceful protests,government action babble,violenter activities,Kronos POK,public threat ge‰tiketteerdl",1,12-Aug,2012,
2/21/2012,"World Journal,oil industry,Kronos,bottom grades,exploration. 2012/02/21",1,12-Feb,2012,
8/24/2012,"Athena Speaks WHO ARE,PROTESTERS,ABILA,Kronos,Elan Carol,Kronos,Kronos,POK,Elodis,old health,WFA,international group,POK,clean questions,Elodis,Kronos,POK,international natural gas,GAStech Tiskele,traditional fields,Elodis.,WFA,Elodis,international government,GAStech,WFA,WFA,POK,Juliana Vann,old maid,WFA-a,Kronos,WFA,dubious source,Juliana,POK,Juliana,countryside since.,place principal,POK,Elan Carol,unspecified causes.,POK,Kronos,radical activist,tax avoidance.,Carol,POK,his/her father,Jeroen Carol,original member.,Elan Carol,spontaneous examples,Abila.,June,violence additional.,POK,peaceful protests,violent activities,Kronos,POK",1,12-Aug,2012,
6/22/2012,"International News,Kapelou,POK,Gang,Criminals,ABILA,Kronos,press release,Kapelou,POK,peaceful way,Kapelou,police patrols,Elodis,POK,maximum police force",1,12-Jun,2012,
9/8/2012,"PROTESTS SWELL IN ABILA IN RESPONSE TO CALLS TO ACTION,ABILA,Kronos,antigovernment solidarity.,Mestache Vardshvna,Kronos.,important event.,free speech,current lack,government transparency,public monies.,Posters,colorful images,Elian Karel,Juliana Vann,heavy toll,Karel,Protectors,Kronos,premature death,annul rallies,Protectors,Kronos,Juliana Vann,environmental toxins",1,12-Sep,2012,
4/10/2012,"Pegasus MEETING TO PROGRAM IN SUPPORT OF INCREASING RESPONSIBILITY OF THE GOVERNMENT,ABILA,Kronos,Silvia Marek,social organization,Kronos,Kronos,Marek,political corruption,Kronos.,atrocious corruption,civil employees. [,civil employees ] need,Elodis",1,12-Apr,2012,
6/20/2012,"Online,POK,Rally Ends,Riot,ABILA,Kronos,POK,large demonstration,Abila,full blown riot,tear gas,pepper spray,water cannons,beanbags shot,heroic police officer",1,12-Jun,2012,
6/22/2012,"Worldwise Kapelou,POK,ABILA,Kronos,press release,Kapelou,POK,peaceful way,Kapelou,POK,large scale,Tuesday.,Kapelou,police force,Elodis,POK,maximum force,police force",1,12-Jun,2012,
3/8/2012,"Online,Receives Threats,POK,ABILA,Kronos,Vincent Kapelou,POK",1,12-Mar,2012,
2/22/2012,"Everyday,Kronos,exploration. 2012/02/22",1,12-Feb,2012,
6/21/2012,"Worldwise Ends,POK,riot 2012/06/21",1,12-Jun,2012,
2/21/2012,"Online,Gas Industry,Challenged,Kronos,gas industry,Kronos,current state,-Energy Minister,Jules Jecovic,annual activity survey,Kronos,rapid increase,production costs,Following,rapid decline,gas production,Kronos,recent years,.83m barrels",1,12-Feb,2012,
11/12/2012,"Orb THE DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,ABILA,Kronos,strong rain,Wednesday.,open microphone,communal grounds,Silvia Marek,POK,short informant,Kronos,civils servant,Kronos,skilled workers,civil servant,old woman,financial assistance,dead husband,death ]",1,12-Nov,2012,
11/12/2012,"Wrap DEMONSTRATION ATTRACTS THOUSANDS IN SPITE OF RAIN,ABILA,Kronos,heavy rain,open microphone,POK,LEADER Silvia Marek,short speech,Kronos,civil servants,government duty,Kronos,taxpayer money,votes heard.,tales regions,family member,civil servant,elderly person woman,financial aid,dead ]",1,12-Nov,2012,
6/20/2012,"International News,POK,Rally Ends,Riot,ABILA,Kronos,POK,large demonstration,Abila,capitol building,presidential manor,peaceful end,full blown riot,tear gas,pepper spray,water cannons,beanbags shot,government buildings,heroic police officer",1,12-Jun,2012,
7/28/2011,"Bulletin GOVERNMENT LABELS POK,THREAT,ABILA,Kronos,Kronos,Protectors,Kronos,POK,government spokesman,Rufus Drymiau,POK,public threat,violent demonstrations,opportunistic vandalism,shop owner,Siopa,POK,public threat,public threat.,smash windows. Officer,Emilio Haber,Siopa,POK",1,11-Jul,2011,
6/21/2011,"Pegasus,GLANCE BEHIND IN,CUT TRAGICAL OF THE LIFE PUTS IN SHORT CIRCUIT,ELIAN KAREL,ABILA,Kronos,Elian Karel,Abila,failure cardiac.,false loads,fiscal evasion,additional legal demand.,Michale Kraft,court demand,specific load,Karel,questions fall,Karel.,Karel,exhaustive investigation.,careful investigation,Coroner,Abila,original archives,Karel,Elodis,Abila,< name >,Karel,natural causes,According,Karel,Karel,confidential sources,unusual thing,Karel,civil employees,city demand,illicit death,POK,urge instability,Yesterday,June,small group,POK,police station,Abila,Elian,Julian Vann,old girl,potable water.,Julian,Kronos,GAStech,Elian,Julian.,Julian,Elian",1,11-Jun,2011,
11/23/2011,"Explainer DRYING PAPER OF THE HALTING OF THE POLICE OF KRONOS,ABILA,AWELON,CYNTHE/DOB,EQUIPMENT OF THE DRUG BLUMIAU,WILLEM/DOB,POSSESSION OF THE CONTROLLED SUBSTANCE,HASHISH,FOREIGN AUTHORIZATION BODROGI,CARM?N/12/1/1993/Tiempo,POSSESSION OF THE CONTROLLED SUBSTANCE,MDMC,ATTEMPT TO GIVE THE CONTROLLED SUBSTANCE,MDMC,COARDA,SEVE/DOB,PEDESTRN THAT CAN NOT USE CROSSWALK,PEDESTRN ACCORDING TO SIGNAL CUSEMA,BRITA/DOB,DEGREE OF THEFT SHOPLIFTING-5TH DUNNA,THAD/DOB,THEFT ALL THE DEGREE OF OTHER-3RD GUDENZ,KEL/DOB,LACK TO MAINTAIN CONTROL,DWLU HOLANDE,ANDA/DOB,INCORRECT LIGHT OF THE BRAKE KIBALIAU,IYAN/DOB,THEFT ALL THE DEGREE OF OTHER-3RD MORDECAI,FRANCISCO/DOB,PUBLIC POISONING,POSSESSION,CONTROLLED SUBSTANCE,PEAIRS,MELSHA/DOB,FALSIFICATION SALANIAU,FERDINAND/DOB,THEFT ALL THE DEGREE OF OTHER-3RD,POSSESSION OF THE CONTROLLED SUBSTANCE,MDMA",1,11-Nov,2011,
7/28/2011,"Guide Labeled POK,public threat,ABILA,Kronos,Rufus Drymiau,POK,public threat,violent demonstrations,vandalism opportunistic,POK,meetings lately.,well-taken care,people. President,Kapelou,Drymiau",1,11-Jul,2011,
6/22/2011,"Orb,GLANCE BEHIND WITH SHORTS OF TRAGEDY OF CUT OF THE LIFE,ELIAN KAREL,ABILA,Kronos,Elian Karel,Abila,incidental expense,tax avoidance,judicial action.,Michale Kraft,detail charges,Karel,Kraft,Karel,Karel,Karel.,police force,Karel,thorough research.,complete research,Abila,original files,Karel,Elodis,Abila,< name >,police force,Karel,normal causes,Karel,Karel,police force.,confidential sources,police force,common product,Karel,civils servant,POK,Yesterday,June,small group,POK,police station,Abila,Elian,young martyrdom,Juliana Vann,old maid,benzene toxins,police force.,Juliana,Kronos,GAStech,Elian,Juliana.,front day,public conscience,Juliana,Elian",1,11-Jun,2011,
11/23/2011,"Athena Speaks BLOTTER,ARREST OF POLICE FORCE OF KRONOS,ABILA,AWELON,CYNTHE/DOB,IMPLEMENTS OF DRUG BLUMIAU,WILLEM/DOB,POSSESSION OF ORDERED SUBSTANCE,HACHISH,FOREIGN GUARANTEE BODROGI,CARMIN/12/1/1993/Temps,POSSESSION OF THE ORDERED SUBSTANCE,MDMC,INTENTION TO DELIVER THE ORDERED SUBSTANCE,MDMC,COARDA,SEVE/DOB,PEDESTRN DO NOT EMPLOY,PEDESTRIAN CROSSING,PEDESTRN PRONE TO THE SIGNAL CUSEMA,BRITA/DOB,DEGREE OF FLIGHT SHOPLIFTING-5TH DUNNA,THAD/DOB,FLIGHT ALL,DEGREE,OTHER-3RD GUDENZ,KEL/DOB,MISS MAINTAINING THE ORDER,DWLU HOLANDE,ANDA/DOB,INACCURATE LIGHT OF BRAKE KIBALIAU,IYAN/DOB,FLIGHT ALL,DEGREE,OTHER-3RD MORDECAI,FRANCISCO/DOB,PUBLIC INTOXICATION,POSSESSION,ORDERED SUBSTANCE,PEAIRS,MELSHA/DOB,COUNTERFEIT SALANIAU,FERDINAND/DOB,FLIGHT ALL,DEGREE,OTHER-3RD,POSSESSION OF THE ORDERED SUBSTANCE,MDMA",1,11-Nov,2011,
6/21/2011,"Online,LOOK BACK AT,LIFE CUT TRAGICAL SHORT,ELIAN KAREL,ABILA,Kronos,Elian Karel,Abila,jail cell,cardiac arrest.,Karel˜¨¨¨¨¨s,Elodis,Abila,Karel˜¨¨¨¨¨s,natural causes,Karel˜¨¨¨¨¨s,Karel˜¨¨¨¨¨s,blunt force trauma,Karel˜¨¨¨¨¨s,city officials,wrongful death,POK,incite instability",1,11-Jun,2011,
11/23/2011,"Online,KRONOS POLICE ARREST BLOTTER,ABILA,AWELON,CYNTHE,DOB,3/20/1981 / Time,Arrest,hrs /,Accused,DRUG PARAPHERNALIA BLUMIAU,WILLEM,DOB,2/15/1995 / Time,Arrest,hrs /,Accused,POSSESSION OF CONTROLLED SUBSTANCE,HASHISH,PEDESTRN SUBJECT TO SIGNAL CUSEMA,BRITA,DOB,1/7/1992 / Time,Arrest,hrs /,Accused,THEFT SHOPLIFTING-5TH DEGREE DUNNA,THAD,DOB,9/20/1974 / Time,Arrest,hrs /,Accused,THEFT ALL OTHER-3RD DEGREE GUDENZ,KEL,DOB,7/2/1995 / Time,Arrest,hrs /,Accused,FAILURE TO MAINTAIN CONTROL",1,11-Nov,2011,
6/22/2011,"Truth Protesters POK,Vandalize Siopa,ABILA,Kronos,Kronos,Siopa,Abila,new emblem,POK,mob rise,shop windows,onschuldige witnesses.,police force,water guns",1,11-Jun,2011,
11/23/2011,"Bulletin KRONOS POLICE ARREST BLOTTER,ABILA,AWELON,CYNTHE,DOB,3/20/1981 / Time,Arrest,hrs /,Accused,DRUG PARAPHERNALIA BLUMIAU,WILLEM,DOB,2/15/1995 / Time,Arrest,hrs /,Accused,POSSESSION OF CONTROLLED SUBSTANCE,HASHISH,PEDESTRN SUBJECT TO SIGNAL CUSEMA,BRITA,DOB,1/7/1992 / Time,Arrest,hrs /,Accused,THEFT SHOPLIFTING-5TH DEGREE DUNNA,THAD,DOB,9/20/1974 / Time,Arrest,hrs /,Accused,THEFT ALL OTHER-3RD DEGREE GUDENZ,KEL,DOB,7/2/1995 / Time,Arrest,hrs /,Accused,FAILURE TO MAINTAIN CONTROL,DWLU HOLANDE,ANDA,DOB,3/26/1981 / Time,Arrest,hrs /,Accused,IMPROPER BRAKE LIGHT KIBALIAU,IYAN,DOB,4/3/1994 / Time,Arrest,hrs /,Accused,THEFT ALL OTHER-3RD DEGREE MORDECAI,FRANCISCO,DOB,3/17/1971 / Time,Arrest,hrs /,Accused,PUBLIC INTOXICATION,POSSESSION OF CONTROLLED SUBSTANCE,Heroin,PEAIRS,MELSHA,DOB,8/31/1952 / Time,Arrest,hrs /,Accused,FORGERY SALANIAU,FERDINAND,DOB,2/17/1982 / Time,Arrest,hrs /,Accused,THEFT ALL OTHER-3RD DEGREE",1,11-Nov,2011,
5/15/2011,"Online,DRUG RELATED ARRESTS ON THE RISE,ABILA,Kronos,new trend,Abila.,violent activist groups,Protectors,Kronos,drug sales",1,11-May,2011,
6/21/2011,"Online,POK Protesters Vandalize Siopa,District 2011/06/21",1,11-Jun,2011,
5/15/2011,"Athena Speaks ARRESTS CONNECTED BY DRUG ON RISE,ABILA,Kronos,tendency sweeps,Abila.,police force specifies,dramatic increase,Abila,Africa,Europe,recent increase.,Kronos,employ sales,Kronos",1,11-May,2011,
7/28/2011,"Online,POK Labeled,ABILA,Kronos,government spokesman,Rufus Drymiau,POK,public threat,violent demonstrations,opportunistic vandalism",1,11-Jul,2011,
7/28/2011,"International News,POK Labeled,ABILA,Kronos,government spokesman,Rufus Drymiau,POK,public threat,violent demonstrations,opportunistic vandalism,Violence,POK,gatherings lately.",1,11-Jul,2011,
7/28/2011,"Explainer THE GOVERNMENT LABELS POK,THREATENS PUBLIC,ABILA,Kronos,Kronos,Kronos,POK,Rufus Drymiau,POK,justifiable public threat,violent demonstrations,vandalism opportunistic,Siopa,POK,public threat,public threat.,Whenever,violent breakage.,business suffers,Emilio,patrols districto,Siopa,POK,paint things,stupid glance",1,11-Jul,2011,
5/15/2011,"Desk DRUG RELATED ARRESTS ON THE INCREASE,ABILA,Kronos,new tendency sweeps,Abila.,police force,violent activist groups,dramatic increase,Abila,Africa,Europe,previous decade,recent increase.,violent activist groups,Kronos,drug sale,able use,Kronos",1,11-May,2011,
7/29/2011,"Worldwise POK,public threat,ABILA,Kronos,Rufus Drymiau,POK,justifiable way,public threat,violent demonstrations,opportunist vandalism,police force.,Violence,trade mark,POK.,difficult situation,people. President,Kapelou,Drymiau",1,11-Jul,2011,
7/29/2011,"Athena Speaks THE GOVERNMENT MARKS POK,THREATENS PUBLIC,ABILA,Kronos,Kronos,Kronos,POK,Rufus Drymiau,POK,justifiable manner threatens,violent demonstrations,opportunist vandalism,police force.,Siopa,POK,public threat,public threat.,great number,business suffers,Emilio Haber,Siopa,POK,comb things",1,11-Jul,2011,
5/16/2011,"Explainer RELATED HALTINGS DRUG IN THE ASCENT,ABILA,Kronos,Abila.,police needs,dramatic increase,haltings drug,violent groups,Abila,Africa,Europe,recent increase.,haltings drug,violent groups,Kronos,Kronos,editions drug",1,11-May,2011,
6/22/2011,"Guide,POK,Siopa,ABILA,Kronos,Kronos,Siopa,Abila,numerous incidents,opportunistic yesterday.,new standard,POK,innocent present people.,tear gas",1,11-Jun,2011,
7/28/2011,"Desk THE LABELS POK PUBLIC THREAT OF THE GOVERNMENT,ABILA,Kronos,Kronos,Kronos,POK,public ge‰tiketteerdn.,government spokesman,Rufus Drymiau POK,public threat opportunistic,violent demonstrations,police force.,shop owner,Siopa,POK,public threat,public threat.,matter suffers,Civil servant,Emilio Haber,Siopa,POK,windows break.,painting things,prison they.",1,11-Jul,2011,
6/21/2011,"LOOK BACK AT,LIFE CUT TRAGICAL SHORT,ELIAN KAREL,ABILA,Kronos,Elian Karel,Abila,jail cell,cardiac arrest.,Kraft,Karel,Karel,Karel˜¨¨¨¨¨s,death. Requests,police ˜¨¨¨¨¨whose custody,Karel,death ˜¨¨¨¨¨,exhaustive investigation.,Karel˜¨¨¨¨¨s,Elodis,Abila,Karel˜¨¨¨¨¨s,natural causes,Karel˜¨¨¨¨¨s,Karel˜¨¨¨¨¨s,blunt force trauma,Karel˜¨¨¨¨¨s,city officials,wrongful death,POK,incite instability,Yesterday,June,small group,POK,Abila,Elian,young martyr,Juliana Vann,old girl,benzene toxins,water. ˜¨¨¨¨¨Both,police retaliation. ˜¨¨¨¨¨Juliana,Kronos,GAStech,Elian,Juliana",1,11-Jun,2011,
6/21/2011,"Worldwise,Vandalize Siopa,POK,ABILA,Kronos,Kronos,Siopa,Abila,Crowd,members pulverize,new logo,POK,innocent spectators.,police force,teargas guns",1,11-Jun,2011,
6/22/2011,"Wrap,CAN ON LIVING CUT TRAGICAL SHORT,ELIAN KAREL,ABILA,Kronos,Elian Karel,Abila,prison cell,unauthentic charges,prison cell,judicial steps,Michale Kraft,different verschijningen,government outlines,Karel,specific charges,Kraft,Karel,Karel,questions dawdle,Karel.,requests information,police force,Karel,thorough research,thorough research,Coroner,Abila,original autopsy files.,Karel,Elodis,LEADER Abila,Politie,< name >,Karel,natural causes,examines. maintenances,Karel,different people,Karel,show strength traumatism,police force,confidential sources,contact are.,police force,Karel,civil servants,POK,recall violence,Yesterday,June,small group,POK,police force,Abila,Elian,young martyr,Juliana Vann,old little girl,benzene toxin,water died.,government lie,police force,Juliana,Kronos GAStech,water poison,Elian,Juliana.,day voordien,town park,public information,Amid,Remind Juliana,Remind Elian",1,11-Jun,2011,
11/24/2011,"Desk ARREST BLOTTER OF THE POLICE FORCE KRONOS,ABILA,AWELON,CYNTHE/DOB,THE UNIT OF THE DRUG BLUMIAU,WILLEM/DOB,POSSESSION OF CHECKED SUBSTANCE,HASHISH,FOREIGN GUARANTEE BODROGI,KARMIJN/12/1/1993/Time,POSSESSION OF CHECKED SUBSTANCE,MDMC,INTENTION TO PROVIDE CHECKED SUBSTANCE,MDMC,COARDA,SEVE/DOB,PEDESTRN SUCCEEDING USE CROSSWALK,PEDESTRN SUBMITTED TO INDICATOR CUSEMA,BRITA/DOB,THE SHOP ROBBER STABLE PLEGEN-VIJFDE DEGREE OF THE ROBBER STABLE DUNNA,THAD/DOB,ROBBER STABLE ALREADY ANDER-DERDE DEGREE GUDENZ,KEL/DOB,LEAVING BEHIND MAINTAIN CONTROL,DWLU HOLANDE,ANDA/DOB,INAPPROPRIATE SLIGHTLY OF THE BRAKE KIBALIAU,IYAN/DOB,ROBBER STABLE ALREADY ANDER-DERDE DEGREE MORDECAI,FRANCISCO/DOB,PUBLIC INTOXICATIE,POSSESSION OF CHECKED SUBSTANCE,PEAIRS,MELSHA/DOB,COUNTERFEITING SALANIAU,FERDINAND/DOB,ROBBER STABLE ALREADY ANDER-DERDE DEGREE,POSSESSION OF CHECKED SUBSTANCE,MDMA",1,11-Nov,2011,
7/28/2011,"Truth POK Ge‰tiketteerdi,public threat 2011/07/28",1,11-Jul,2011,
6/21/2010,"Wrap IN MEMORY,THE DEATH OF ELIAN KAREL,LATER YEAR,ABILA,Kronos,young people,cement prison.,apathetic guards,tax fraud.,early morning hours,June,Elian Karel,death died.,Coroner,Abila,July,Karel,sudden hartstilstand,nameless sources,Karel,bone strength traumatism,police force,Karel,civil servants,POK,recall violence,Karel,Kronos,Kronos,government matter,foreign companies,natural wealth,Kronosian.,public places,Juliana,Elian",1,10-Jun,2010,
3/5/2010,"World Journal,Kapalou,presidential ship,famous race,Mediterranean,gold cup coveted.,presidential boat,Karel Kapelou II,Kronos,Cold,Abila,life raft,major part,whereas others,Little,presidential ship,small boat,undulate crowd,Kronos,white emblem,Petra Hohimae,Kronos.,official word.,Investigations,presidential office,team-member suffers,minor damage,official reception,Kapalou",1,10-Mar,2010,
6/15/2010,"Desk ANNIVERSARY OF PROTESTS,ABILA,Kronos,previous year vomit,spontaneous protests,Abila,Elian Karel,Kronos,POK,civil servants,violent activities,previous year,Karel,June.,Civil servants,short declaration,Abila,importance are.,matter usual.,Kronos,Your,short government declaration,Hagar Awelon,shop owner,Siopa,Abila,previous year,government declaration,[ government,Kronos,previous year.,rise defended.",1,10-Jun,2010,
3/5/2010,"Continent,Kapalou,presidential gekapseiste ship,wereldberoemde boat race,Mediterranean,gouden head competes with.,presidential boat,Kronos,Karel Kapelou II,Cold,Abila,rescue craft industry,attention decreases,rescue boats,whereas others,cold described.,presidential ship,bank mob golvend guards,Kronos,blank characterizes hand emblem.,boat incident,Petra Hohimae,coast line,Kronos,official word,presidential office,important wounds,press contact,Kapalou,international dignitaries",1,10-Mar,2010,
10/3/2010,"Bulletin PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,ABILA,Kronos,Dorel Kapelou II,Kronesian,election. President,Kapelou II,Democratic Party,Kronos,Ren Touvi,Unions,President 's,Democratic Party,Kronos,General Assembly,Unions,Kronos Industrialists",1,10-Oct,2010,
6/21/2010,"Pegasus IN REMEMBRANCE,THE DEATH OF ELIAN KAREL,YEAR LATER,ABILA,Kronos,young man,tax fraud.,early hours,June,Elian Karel,inexplicable injuries,Abila,Karel,Coroner,July,sudden failure,unusual thing,Karel,civil employees,city demand,illicit death,POK,urge instability,Karel,Kronos,Kronos,foreign companies,natural resources,Kronosian.,Julian,Elian",1,10-Jun,2010,
6/19/2010,"Online,IN REMEMBRANCE,THE DEATH OF ELIAN KAREL,YEAR LATER,ABILA,Kronos,-One year,young man,cement prison.,early morning hours,June,Elian Karel,Unnamed,Karel,'s body,blunt force trauma",1,10-Jun,2010,
6/14/2010,"Explainer ANNIVERSARY OF PROTESTS,ABILA,Kronos,spontaneous protests,Abila,Elian Karel,Kronos,POK,civil employees,violent activities,Karel,June.,brief declaration,Abila,Kronos,brief declaration,fact protests.,Hagar Awelon,Siopa,Abila,[ Government,Kronos,year last.",1,10-Jun,2010,
6/14/2010,"Bulletin ANNIVERSARY OF PROTESTS,ABILA,Kronos,spontaneous protests,Abila,Elian Karel,Protectors,Kronos,POK,activist. Officials,year 's,violent activities,Karel,'s death,June,19. Government officials,brief statement,Abila,utmost importance.,Groups,Protectors,Kronos,brief government statement,Hagar Awelon,Siopa,Abila,year 's events,government statement,[ Government,Kronos",1,10-Jun,2010,
12/18/2010,"General Post,PREOCCUPATIONS OF THE INVESTMENT OF BUSINESS IN KRONOS,DAVOS,Switzerland,economic forum,Davos,Switzerland,international leaders,Kronos,drug traffic,massive corruption.,Petr Noriega,Kronos,Kronos,certain securings,present state,important international investors.,Mr. Noriega,GAStech,Kronos,right opinion,GAStech,Mr. Sanjorge Jr,good short while",1,10-Dec,2010,
12/19/2010,"Tulip THE CARE OF TRADE INVESTMENTS IN KRONOS,DAVOS,Switzerland,straw opinion poll,economic forum,Davos,Switzerland,international managers,massive corruption,Kronos,Noriega,Petr,executive President,Holdings,granite aforesaid,Kronos,Kronos,certain insurance,current state,important international investors.,M. Noriega,GAStech,successful proportion,Kronos,GAStech,M. Sanjorge Jr.,good time",1,10-Dec,2010,
6/14/2010,"Online,ANNIVERSARY OF PROTESTS,ABILA,Kronos,spontaneous protests,Abila,Elian Karel,Protectors,Kronos,POK,Hagar Awelon,Siopa,Abila,year 's events,government statement,[ Government,Kronos",1,10-Jun,2010,
10/4/2010,"Explainer PRESIDENT KAPELOU II CHOSE BY THE REGISTRY MARGIN,ABILA,Kronos,Dorel Kapelou II,Kronesian.,Kronos,new day,president. President,Kapelou II,democratic party,Kronos,Ren Touvi,democratic party,Kronos,General Assembly,Kronos.,Kronos,Kronos,Thee",1,10-Oct,2010,
6/15/2010,"Athena Speaks BIRTHDAY OF THE PROTESTS,ABILA,Kronos,spontaneous protests,Abila,Elan Carol,Kronos,POK,civils servant,violent activities,Carol,June,civils servant,Abila,primary importance.,Kronos,Your,bottom fear-mongering.,short report/ratio,Hagar Awelon,Siopa,Abila,[ government,Kronos",1,10-Jun,2010,
12/18/2010,"Truth PREOCCUPATIONS,PRODUCTIVE INVESTMENT IN KRONOS,DAVOS,Switzerland,economic forum,Davos,Switzerland,international leaders,Kronos,massive corruption.,Petr Noriega,Kronos,Kronos,certain insurances,current state,Currently,principal international investors.,Mr. Noriega,GAStech,successful report/ratio,Kronos,GAStech,Mr. Sanjorge Jr.,good time",1,10-Dec,2010,
10/3/2010,"Online,PRESIDENT KAPELOU II ELECTED BY RECORD MARGIN,ABILA,Kronos,Dorel Kapelou II,Kronesian,President 's,Democratic Party,Kronos,General Assembly,Unions,Kronos Industrialists",1,10-Oct,2010,
6/21/2010,"Orb IN THE MEMORY,DEATH,ELIAN KAREL,ONE YEAR AFTERWARDS,ABILA,Kronos,young man,luminous future,apathetic guards,June,Elian Karel,unexplainable damage,Karel,Abila,July,anonymous sources,Karel,police force,common product,Karel,civils servant,POK,Karel,Kronos,Kronos,alien companies,natural resources,Kronosian.,public places,Juliana,Elian",1,10-Jun,2010,
6/22/2010,"Truth Protest POK,Hoofdkwartier,police force,Abila,ABILA,Kronos,Kronos,Abila,politiehoofdkwartier yesterday.,POK,LEADER,Elian Karel,previous year,natural causes,Chanted,verdedigers behave signs,POK,Karel,Juliana Vann,strike candles to.,Peaceful,POK,bldg. matter discuss.,POK,face gave.,Abila,peaceful distribution,rocks insults,civil servants.,police force,tough members,POK,civil servants.,Extra,security strengths,violence lane.,POK,civil authorities,police force,civil servants,general hospital,Abila,weak control,Silvia Marek,POK,aforesaid police force spokesman,Adrien Carman,valid were.,Marek,Elian Karel,popular figurehead,POK,previous summer",1,10-Jun,2010,
10/3/2010,"Desk PRESIDENT KAPELOU II THAT BY THE FORK OF THE REPORT ARE PREFERRED,ABILA,Kronos,Dorel Kapelou II,Kronesian,Kronos,clear new day,announced. President,Kapelou II,democratic party,Kronos,Ren Touvi,democratic party,general meeting,organization matter,Kronos,party industrialists,Kronos.,Kronos,Kronos",1,10-Oct,2010,
10/4/2010,"Athena Speaks PRESIDENT KAPELOU II,ELECTED BY THE MARGIN RECORD,ABILA,Kronos,Dorel Kapelou II,Kronesian.,Kronos,new luminous day,Kapelou II,democratic party,Kronos,Ren Touvi,trade unions,democratic party,Kronos,General meeting,trade unions,Kronos.,Kronos,Kronos,Thee",1,10-Oct,2010,
6/21/2010,"Bulletin GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,ABILA,Kronos,Protesters,Protectors,Kronos,POK,activist group,government buildings,so-called martyrs.,Kronos,government security forces,Abila,impressive show,Dressed,riot shields,tear gas canisters,tear gas,riot police,baton blows",1,10-Jun,2010,
6/21/2010,"Athena Speaks THE GOVERNMENT ANSWERS ANOTHER ROUND OF THE PROTESTS,ABILA,Kronos,Kronos,POK,Kronos,police force,Abila,impressive exposure,Equipped,metal boxes,teargas fire,sticks freely.,Vis-a-vis,hard group,police force,signs thrown",1,10-Jun,2010,
6/22/2010,"Worldwise Protest,POK,police force,Abila,ABILA,Kronos,Kronos,police force,Abila,POK,Elian Karel,normal causes,POK,Karel,Juliana Vann,lit candles.,peaceful demonstration,POK,POK,bloody notch,police force,Abila,peaceful dispersion,police force,POK,Additional,safety forces,violence climbed.,POK,civil authorities,police force,hospital general,Abila,weak control,Silvia Marek,POK,Carman,Adrien,police force.,Marek,Elian Karel,popular figurehead,POK",1,10-Jun,2010,
6/22/2010,"Desk THE GOVERNMENT ANSWERS TO ANOTHER ROUND OF PROTESTS,ABILA,Kronos,Protesters,Kronos,activist group,POK,government bldg.,so-called martyrs.,government security,Kronos,police force,Abila,impressive show effective.,Dressed,different warnings.,batons swing.,Escaped,core group,Remaining,police forces,baton blows,vertrappelde banners",1,10-Jun,2010,
6/22/2010,"Guide Protest,POK,Abila,ABILA,Kronos,Kronos,Abila,POK,previous leader,Elian Karel,natural causes,POK,Karel,Julian Vann,pacific demonstration,violent return,POK,POK,Earth,bloody incision,Abila,pacific dispersion,tear gas,members die-hard,POK,additional security force,aid contains,situation whereas,violence extended.,tear gas,POK,civilian authorities,general hospital,Abila,weak direction,Silvia Marek,POK,Carman,Adrien,Marek,Elian Karel,POK",1,10-Jun,2010,
6/22/2010,"Explainer THE GOVERNMENT RESPONDS TO ANOTHER REDONDO OF PROTESTS,ABILA,Kronos,Kronos,POK,Kronos,Abila,impressive demonstration,Black,tear gas,tear gas,command batons freely.,hard group,command baton blows",1,10-Jun,2010,
6/21/2010,"Online,GOVERNMENT RESPONDS TO ANOTHER ROUND OF PROTESTS,ABILA,Kronos,Protesters,Protectors,Kronos,POK,activist group,government buildings,so-called martyrs.,Kronos,government security forces,Abila,impressive show",1,10-Jun,2010,
6/21/2010,"Online,POK Protest,Abila,Headquarters 2010/06/21",1,10-Jun,2010,
6/21/2010,"International News,POK Protest,Abila,Headquarters 2010/06/21",1,10-Jun,2010,
6/21/2009,"Online,Protest Turns Violent,Abila,ABILA,Kronos,Protectors,Kronos,angry activists,innocent citizens,Abila,POK,Elian Karel,'s death.,POK,young rabble-rouser",1,9-Jun,2009,
